"TCGA-DW-5560"	"TCGA-DW-7842"	"TCGA-A4-7288"	"TCGA-A4-A48D"	"TCGA-2Z-A9J8"	"TCGA-DW-7841"	"TCGA-B3-4104"	"TCGA-O9-A75Z"	"TCGA-BQ-5892"	"TCGA-MH-A857"	"TCGA-BQ-7056"	"TCGA-DW-7834"	"TCGA-BQ-7046"	"TCGA-DZ-6134"	"TCGA-A4-7734"	"TCGA-BQ-7058"	"TCGA-B9-5155"	"TCGA-DW-7839"	"TCGA-SX-A7SP"	"TCGA-MH-A55Z"	"TCGA-B9-A44B"	"TCGA-BQ-5888"	"TCGA-DW-7837"	"TCGA-AL-3468"	"TCGA-DW-7838"	"TCGA-Q2-A5QZ"	"TCGA-MH-A854"	"TCGA-A4-A5XZ"	"TCGA-BQ-5880"	"TCGA-GL-A9DC"	"TCGA-B9-4617"	"TCGA-5P-A9JW"	"TCGA-Y8-A898"	"TCGA-A4-7585"	"TCGA-EV-5903"	"TCGA-BQ-7059"	"TCGA-B1-A654"	"TCGA-GL-A4EM"	"TCGA-UZ-A9PM"	"TCGA-UZ-A9Q0"	"TCGA-SX-A7SU"	"TCGA-BQ-5881"	"TCGA-2Z-A9JI"	"TCGA-BQ-7061"	"TCGA-J7-6720"	"TCGA-HE-7130"	"TCGA-AL-3472"	"TCGA-AL-3467"	"TCGA-P4-A5EA"	"TCGA-BQ-5883"	"TCGA-UZ-A9PV"	"TCGA-2Z-A9J3"	"TCGA-BQ-7060"	"TCGA-V9-A7HT"	"TCGA-A4-7732"	"TCGA-2Z-A9JO"	"TCGA-P4-AAVM"	"TCGA-A4-A5Y1"	"TCGA-DZ-6131"	"TCGA-F9-A4JJ"	"TCGA-BQ-7050"	"TCGA-4A-A93W"	"TCGA-B3-3925"	"TCGA-BQ-5875"	"TCGA-B1-A656"	"TCGA-A4-A4ZT"	"TCGA-5P-A9KF"	"TCGA-SX-A71V"	"TCGA-P4-A5E8"	"TCGA-UZ-A9PK"	"TCGA-2Z-A9JR"	"TCGA-A4-8098"	"TCGA-2Z-A9J2"	"TCGA-B9-A69E"	"TCGA-B9-A5W9"	"TCGA-BQ-7051"	"TCGA-IZ-8195"	"TCGA-A4-8518"	"TCGA-Y8-A896"	"TCGA-UZ-A9PJ"	"TCGA-DZ-6133"	"TCGA-BQ-7048"	"TCGA-J7-A8I2"	"TCGA-2Z-A9JD"	"TCGA-BQ-5878"	"TCGA-G7-7502"	"TCGA-2Z-A9JG"	"TCGA-IA-A83V"	"TCGA-IA-A83T"	"TCGA-UZ-A9PU"	"TCGA-HE-A5NL"	"TCGA-A4-8311"	"TCGA-GL-7966"	"TCGA-DW-7840"	"TCGA-B1-A47M"	"TCGA-B1-5398"	"TCGA-J7-8537"	"TCGA-BQ-5894"	"TCGA-B3-A6W5"	"TCGA-2Z-A9JN"	"TCGA-UZ-A9Q1"	"TCGA-Y8-A8S1"	"TCGA-IA-A40X"	"TCGA-A4-8312"	"TCGA-B9-A8YH"	"TCGA-5P-A9KA"	"TCGA-5P-A9K0"	"TCGA-G7-6795"	"TCGA-IA-A40Y"	"TCGA-GL-8500"	"TCGA-UZ-A9PR"	"TCGA-B3-4103"	"TCGA-5P-A9JU"	"TCGA-F9-A7Q0"	"TCGA-HE-A5NF"	"TCGA-2Z-A9JQ"	"TCGA-5P-A9KC"	"TCGA-5P-A9JY"	"TCGA-UZ-A9PO"	"TCGA-GL-6846"	"TCGA-Y8-A8RZ"	"TCGA-Y8-A894"	"TCGA-G7-7501"	"TCGA-IZ-8196"	"TCGA-B9-4117"	"TCGA-MH-A855"	"TCGA-A4-8310"	"TCGA-A4-7286"	"TCGA-IZ-A6M8"	"TCGA-SX-A7SQ"	"TCGA-F9-A8NY"	"TCGA-AL-3466"	"TCGA-SX-A7SS"	"TCGA-AL-7173"	"TCGA-B9-4115"	"TCGA-5P-A9JZ"	"TCGA-B9-7268"	"TCGA-WN-AB4C"	"TCGA-Y8-A8S0"	"TCGA-5P-A9K8"	"TCGA-BQ-5879"	"TCGA-A4-7583"	"TCGA-UZ-A9PZ"	"TCGA-HE-A5NI"	"TCGA-A4-A57E"	"TCGA-2Z-A9J5"	"TCGA-KV-A6GD"	"TCGA-SX-A71U"	"TCGA-B9-A5W7"	"TCGA-G7-A8LE"	"TCGA-AL-A5DJ"	"TCGA-G7-A8LC"	"TCGA-A4-A7UZ"	"TCGA-Y8-A897"	"TCGA-BQ-7044"	"TCGA-A4-A6HP"	"TCGA-P4-A5ED"	"TCGA-2Z-A9JM"	"TCGA-BQ-5876"	"TCGA-UZ-A9PN"	"TCGA-PJ-A5Z8"	"TCGA-MH-A55W"	"TCGA-A4-A5Y0"	"TCGA-BQ-7045"	"TCGA-G7-6797"	"TCGA-B3-3926"	"TCGA-SX-A7SL"	"TCGA-AT-A5NU"	"TCGA-5P-A9KE"	"TCGA-B1-7332"	"TCGA-P4-AAVL"	"TCGA-A4-7828"	"TCGA-5P-A9KH"	"TCGA-MH-A562"	"TCGA-G7-6792"	"TCGA-SX-A7SM"	"TCGA-G7-6796"	"TCGA-2Z-A9J6"	"TCGA-B9-4116"	"TCGA-5P-A9K3"	"TCGA-BQ-5877"	"TCGA-IA-A83W"	"TCGA-2Z-A9JJ"	"TCGA-SX-A7SO"	"TCGA-UZ-A9PS"	"TCGA-GL-A9DD"	"TCGA-IA-A40U"	"TCGA-GL-7773"	"TCGA-GL-A9DE"	"TCGA-A4-7915"	"TCGA-SX-A71W"	"TCGA-KV-A74V"	"TCGA-GL-A59R"	"TCGA-BQ-5893"	"TCGA-2K-A9WE"	"TCGA-F9-A97G"	"TCGA-WN-A9G9"	"TCGA-HE-A5NJ"	"TCGA-BQ-5882"	"TCGA-DZ-6132"	"TCGA-B9-A8YI"	"TCGA-G7-A4TM"	"TCGA-Y8-A8RY"	"TCGA-HE-A5NH"	"TCGA-AL-3473"	"TCGA-P4-A5EB"	"TCGA-SX-A71R"	"TCGA-MH-A560"	"TCGA-A4-A5DU"	"TCGA-G7-A8LB"	"TCGA-BQ-5885"	"TCGA-4A-A93Y"	"TCGA-A4-7996"	"TCGA-2Z-A9J7"	"TCGA-5P-A9K6"	"TCGA-P4-A5E7"	"TCGA-2Z-A9JK"	"TCGA-BQ-5891"	"TCGA-A4-A772"	"TCGA-HE-7128"	"TCGA-4A-A93X"	"TCGA-MH-A561"	"TCGA-B9-4114"	"TCGA-BQ-5890"	"TCGA-EV-5902"	"TCGA-BQ-5886"	"TCGA-DW-7836"	"TCGA-BQ-7055"	"TCGA-B1-A47O"	"TCGA-BQ-7049"	"TCGA-A4-7584"	"TCGA-DW-5561"	"TCGA-SX-A7SR"	"TCGA-G7-6793"	"TCGA-GL-A59T"	"TCGA-UZ-A9PP"	"TCGA-PJ-A5Z9"	"TCGA-A4-7997"	"TCGA-B9-5156"	"TCGA-BQ-5887"	"TCGA-HE-7129"	"TCGA-BQ-7053"	"TCGA-B9-4113"	"TCGA-BQ-5889"	"TCGA-MH-A856"	"TCGA-B1-A655"	"TCGA-F9-A7VF"	"TCGA-B1-A657"	"TCGA-BQ-7062"	"TCGA-IA-A83S"	"TCGA-DZ-6135"	"TCGA-5P-A9K2"	"TCGA-SX-A7SN"	"TCGA-G7-6789"	"TCGA-P4-A5E6"	"TCGA-UN-AAZ9"	"TCGA-2Z-A9J1"	"TCGA-KV-A6GE"	"TCGA-G7-A8LD"	"TCGA-G7-6790"	"TCGA-UZ-A9PL"	"TCGA-B3-8121"	"TCGA-Y8-A895"	"TCGA-IZ-A6M9"	"TCGA-A4-8517"	"TCGA-A4-8515"	"TCGA-HE-A5NK"	"TCGA-EV-5901"	"TCGA-B9-A5W8"	"TCGA-UZ-A9PX"	"TCGA-A4-8630"	"TCGA-A4-7287"	"TCGA-2Z-A9JS"	"TCGA-BQ-5884"	"TCGA-SX-A71S"	"TCGA-B1-A47N"
"BIN1"	0.0340893575649346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"INF2"	0.0337201313775415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RIC8A"	0.0335678815393502	0	0	0	0	0	0.0113710854187176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00726930044480503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00552769278115988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZGPAT"	0.0331566427003926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00922396449893672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111521451603222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"F12"	0.0330290933131715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146424959072567	0.0212766638076878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0282343693365879	0	0	0	0	0	0	0	0	0	0	0	0	0.00660954143009856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00933279641071354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227446838895654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108939253659775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0220378061391343	0	0
"PLEKHG4"	0.0329657872607283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PPP6R3"	0.0327066586240449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00907612414648878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126848310968322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00780256315074514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FGGY"	0.0325010269343902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119754597900335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SBNO1"	0.0323890202930633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011941336224511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163540730355193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114438996757552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DMXL2"	0.0319483466885371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00494545268429383	0	0	0	0	0	0.00499834088559015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106444917999285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00849022839909018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00570244909394306	0.00600488353722316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RBM6"	0.0316626863347336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00803977888689269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR52H1"	0.0316315668638287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALX3"	0.0312460877802457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113202583071702	0	0	0	0	0	0.0142781039910654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FRRS1"	0.0311903172605953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00522624856010452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLC16A6"	0.0310399551952518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00649357816617752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RAB6C"	0.0310384921547706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRBV20-1"	0.0308753365665774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00860519472971032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303012106547455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
