TF	Target
CTCF	hsa-miR-1271-3p
CTCF	hsa-miR-1260b
CTCF	hsa-miR-125b-5p
CTCF	hsa-miR-125b-2-3p
CTCF	hsa-miR-125b-1-3p
CTCF	hsa-miR-125a-5p
CTCF	hsa-miR-125a-3p
CTCF	hsa-miR-1255b-5p
CTCF	hsa-miR-1255b-2-3p
CTCF	hsa-miR-1237
CTCF	hsa-miR-1228-5p
CTCF	hsa-miR-1228-3p
CTCF	hsa-miR-1226-5p
CTCF	hsa-miR-1226-3p
CTCF	hsa-miR-1207-5p
CTCF	hsa-miR-1207-3p
CTCF	hsa-miR-1202
CTCF	hsa-miR-107
CTCF	hsa-miR-103b
CTCF	hsa-miR-103a-2-5p
CTCF	hsa-let-7f-5p
CTCF	hsa-let-7f-2-3p
CTCF	hsa-let-7e-5p
CTCF	hsa-let-7e-3p
CTCF	hsa-let-7d-5p
CTCF	hsa-let-7d-3p
CTCF	hsa-let-7a-2-3p
CREB1	hsa-miR-9
CREB1	hsa-miR-212
CREB1	hsa-miR-132
CEBPB	hsa-miR-143
CEBPA	hsa-miR-34a
CEBPA	hsa-miR-29b
CEBPA	hsa-miR-29a
CEBPA	hsa-miR-223
CEBPA	hsa-miR-1
CDX2	hsa-miR-125b
CDKN2A	hsa-miR-410
CDKN1A	hsa-miR-449b
CDKN1A	hsa-miR-449a
CCND1	hsa-miR-20a
CCND1	hsa-miR-17
CAMP	hsa-miR-155
BRD2	hsa-miR-15b
BRD2	hsa-miR-143
BRCA1	hsa-miR-146b
BRCA1	hsa-miR-146a
BPIFA1	hsa-miR-141
BMPR1B	hsa-miR-21
BMPR1A	hsa-miR-21
BMP6	hsa-miR-21
BMP4	hsa-miR-205
BMP4	hsa-miR-200c
BMP4	hsa-miR-200b
BMP4	hsa-miR-200a
BMP4	hsa-miR-145
BMP2	hsa-miR-31
BMP2	hsa-miR-24
BHLHE40	hsa-miR-548aj-5p
BHLHE40	hsa-miR-548aj-3p
BHLHE40	hsa-miR-3917
BHLHE40	hsa-miR-3713
BHLHE40	hsa-miR-1272
BHLHE40	hsa-miR-1244
BCR	hsa-miR-155
ATF7	hsa-miR-758
ATF7	hsa-miR-670
ATF7	hsa-miR-651
ATF7	hsa-miR-551a
ATF7	hsa-miR-548ah-5p
ATF7	hsa-miR-548ah-3p
ATF7	hsa-miR-548ad
ATF7	hsa-miR-511
ATF7	hsa-miR-483-5p
ATF7	hsa-miR-483-3p
ATF7	hsa-miR-4791
ATF7	hsa-miR-4773
ATF7	hsa-miR-4738-5p
ATF7	hsa-miR-4738-3p
ATF7	hsa-miR-4692
ATF7	hsa-miR-4687-5p
ATF7	hsa-miR-4687-3p
ATF7	hsa-miR-4650-5p
ATF7	hsa-miR-4650-3p
ATF7	hsa-miR-4648
ATF7	hsa-miR-4646-5p
ATF7	hsa-miR-4646-3p
ATF7	hsa-miR-4530
ATF7	hsa-miR-4524b-5p
ATF7	hsa-miR-4524b-3p
ATF7	hsa-miR-4521
ATF7	hsa-miR-4517
ATF7	hsa-miR-4508
ATF7	hsa-miR-4481
ATF7	hsa-miR-4450
ATF7	hsa-miR-4444
ATF7	hsa-miR-4310
ATF7	hsa-miR-429
ATF7	hsa-miR-411-5p
ATF7	hsa-miR-411-3p
ATF7	hsa-miR-3928
ATF7	hsa-miR-380-5p
ATF7	hsa-miR-380-3p
ATF7	hsa-miR-378d
ATF7	hsa-miR-378a-5p
ATF7	hsa-miR-378a-3p
ATF7	hsa-miR-3688-5p
ATF7	hsa-miR-3688-3p
ATF7	hsa-miR-3678-5p
ATF7	hsa-miR-3678-3p
ATF7	hsa-miR-3677-5p
ATF7	hsa-miR-3677-3p
ATF7	hsa-miR-3675-5p
ATF7	hsa-miR-3675-3p
ATF7	hsa-miR-367-5p
ATF7	hsa-miR-3664-5p
ATF7	hsa-miR-3664-3p
ATF7	hsa-miR-3661
ATF7	hsa-miR-3646
ATF7	hsa-miR-33a-5p
ATF7	hsa-miR-33a-3p
ATF7	hsa-miR-329
ATF7	hsa-miR-323a-5p
ATF7	hsa-miR-323a-3p
ATF7	hsa-miR-3189-5p
ATF7	hsa-miR-3189-3p
ATF7	hsa-miR-3184-5p
ATF7	hsa-miR-3184-3p
ATF7	hsa-miR-3180
ATF7	hsa-miR-3179
ATF7	hsa-miR-3176
ATF7	hsa-miR-3175
ATF7	hsa-miR-3118
ATF7	hsa-miR-3117-5p
ATF7	hsa-miR-3117-3p
ATF7	hsa-miR-3116
ATF7	hsa-miR-302d-5p
ATF7	hsa-miR-302d-3p
ATF7	hsa-miR-302c-5p
ATF7	hsa-miR-302c-3p
ATF7	hsa-miR-302b-5p
ATF7	hsa-miR-302b-3p
ATF7	hsa-miR-302a-5p
ATF7	hsa-miR-302a-3p
ATF7	hsa-miR-299-5p
ATF7	hsa-miR-299-3p
ATF7	hsa-miR-23c
ATF7	hsa-miR-219-5p
ATF7	hsa-miR-219-1-3p
ATF7	hsa-miR-212-5p
ATF7	hsa-miR-212-3p
ATF7	hsa-miR-2054
ATF7	hsa-miR-202-5p
ATF7	hsa-miR-202-3p
ATF7	hsa-miR-200b-5p
ATF7	hsa-miR-200b-3p
ATF7	hsa-miR-200a-5p
ATF7	hsa-miR-200a-3p
ATF7	hsa-miR-196b-5p
ATF7	hsa-miR-196b-3p
ATF7	hsa-miR-132-5p
ATF7	hsa-miR-132-3p
ATF7	hsa-miR-1299
ATF7	hsa-miR-1281
ATF7	hsa-miR-124-5p
ATF7	hsa-miR-124-3p
ATF7	hsa-miR-1197
ATF6	hsa-miR-758
ATF6	hsa-miR-670
ATF6	hsa-miR-651
ATF6	hsa-miR-551a
ATF6	hsa-miR-548ah-5p
ATF6	hsa-miR-548ah-3p
ATF6	hsa-miR-548ad
ATF6	hsa-miR-511
ATF6	hsa-miR-483-5p
ATF6	hsa-miR-483-3p
ATF6	hsa-miR-4791
ATF6	hsa-miR-4773
ATF6	hsa-miR-4738-5p
ATF6	hsa-miR-4738-3p
ATF6	hsa-miR-4692
ATF6	hsa-miR-4687-5p
ATF6	hsa-miR-4687-3p
ATF6	hsa-miR-4650-5p
ATF6	hsa-miR-4650-3p
ATF6	hsa-miR-4648
ATF6	hsa-miR-4646-5p
ATF6	hsa-miR-4646-3p
ATF6	hsa-miR-4530
ATF6	hsa-miR-4524b-5p
ATF6	hsa-miR-4524b-3p
ATF6	hsa-miR-4521
ATF6	hsa-miR-4517
ATF6	hsa-miR-4508
ATF6	hsa-miR-4481
ATF6	hsa-miR-4450
ATF6	hsa-miR-4444
ATF6	hsa-miR-4310
ATF6	hsa-miR-429
ATF6	hsa-miR-411-5p
ATF6	hsa-miR-411-3p
ATF6	hsa-miR-3928
ATF6	hsa-miR-380-5p
ATF6	hsa-miR-380-3p
ATF6	hsa-miR-378d
ATF6	hsa-miR-378a-5p
ATF6	hsa-miR-378a-3p
ATF6	hsa-miR-3688-5p
ATF6	hsa-miR-3688-3p
ATF6	hsa-miR-3678-5p
ATF6	hsa-miR-3678-3p
ATF6	hsa-miR-3677-5p
ATF6	hsa-miR-3677-3p
ATF6	hsa-miR-3675-5p
ATF6	hsa-miR-3675-3p
ATF6	hsa-miR-367-5p
ATF6	hsa-miR-3664-5p
ATF6	hsa-miR-3664-3p
ATF6	hsa-miR-3661
ATF6	hsa-miR-3646
ATF6	hsa-miR-33a-5p
ATF6	hsa-miR-33a-3p
ATF6	hsa-miR-329
ATF6	hsa-miR-323a-5p
ATF6	hsa-miR-323a-3p
ATF6	hsa-miR-3189-5p
ATF6	hsa-miR-3189-3p
ATF6	hsa-miR-3184-5p
ATF6	hsa-miR-3184-3p
ATF6	hsa-miR-3180
ATF6	hsa-miR-3179
ATF6	hsa-miR-3176
ATF6	hsa-miR-3175
ATF6	hsa-miR-3118
ATF6	hsa-miR-3117-5p
ATF6	hsa-miR-3117-3p
ATF6	hsa-miR-3116
ATF6	hsa-miR-302d-5p
ATF6	hsa-miR-302d-3p
ATF6	hsa-miR-302c-5p
ATF6	hsa-miR-302c-3p
ATF6	hsa-miR-302b-5p
ATF6	hsa-miR-302b-3p
ATF6	hsa-miR-302a-5p
ATF6	hsa-miR-302a-3p
ATF6	hsa-miR-299-5p
ATF6	hsa-miR-299-3p
ATF6	hsa-miR-23c
ATF6	hsa-miR-219-5p
ATF6	hsa-miR-219-1-3p
ATF6	hsa-miR-212-5p
ATF6	hsa-miR-212-3p
ATF6	hsa-miR-2054
ATF6	hsa-miR-202-5p
ATF6	hsa-miR-202-3p
ATF6	hsa-miR-200b-5p
ATF6	hsa-miR-200b-3p
ATF6	hsa-miR-200a-5p
ATF6	hsa-miR-200a-3p
ATF6	hsa-miR-196b-5p
ATF6	hsa-miR-196b-3p
ATF6	hsa-miR-132-5p
ATF6	hsa-miR-132-3p
ATF6	hsa-miR-1299
ATF6	hsa-miR-1281
ATF6	hsa-miR-124-5p
ATF6	hsa-miR-124-3p
ATF6	hsa-miR-1197
ATF5	hsa-miR-758
ATF5	hsa-miR-670
ATF5	hsa-miR-651
ATF5	hsa-miR-551a
ATF5	hsa-miR-548ah-5p
ATF5	hsa-miR-548ah-3p
ATF5	hsa-miR-548ad
ATF5	hsa-miR-511
ATF5	hsa-miR-483-5p
ATF5	hsa-miR-483-3p
ATF5	hsa-miR-4791
ATF5	hsa-miR-4773
ATF5	hsa-miR-4738-5p
ATF5	hsa-miR-4738-3p
ATF5	hsa-miR-4692
ATF5	hsa-miR-4687-5p
ATF5	hsa-miR-4687-3p
ATF5	hsa-miR-4650-5p
ATF5	hsa-miR-4650-3p
ATF5	hsa-miR-4648
ATF5	hsa-miR-4646-5p
ATF5	hsa-miR-4646-3p
ATF5	hsa-miR-4530
ATF5	hsa-miR-4524b-5p
ATF5	hsa-miR-4524b-3p
ATF5	hsa-miR-4521
ATF5	hsa-miR-4517
ATF5	hsa-miR-4508
ATF5	hsa-miR-4481
ATF5	hsa-miR-4450
ATF5	hsa-miR-4444
ATF5	hsa-miR-4310
ATF5	hsa-miR-429
ATF5	hsa-miR-411-5p
ATF5	hsa-miR-411-3p
ATF5	hsa-miR-3928
ATF5	hsa-miR-380-5p
ATF5	hsa-miR-380-3p
ATF5	hsa-miR-378d
ATF5	hsa-miR-378a-5p
ATF5	hsa-miR-378a-3p
ATF5	hsa-miR-3688-5p
ATF5	hsa-miR-3688-3p
ATF5	hsa-miR-3678-5p
ATF5	hsa-miR-3678-3p
ATF5	hsa-miR-3677-5p
ATF5	hsa-miR-3677-3p
ATF5	hsa-miR-3675-5p
ATF5	hsa-miR-3675-3p
ATF5	hsa-miR-367-5p
ATF5	hsa-miR-3664-5p
ATF5	hsa-miR-3664-3p
ATF5	hsa-miR-3661
ATF5	hsa-miR-3646
ATF5	hsa-miR-33a-5p
ATF5	hsa-miR-33a-3p
ATF5	hsa-miR-329
ATF5	hsa-miR-323a-5p
ATF5	hsa-miR-323a-3p
ATF5	hsa-miR-3189-5p
ATF5	hsa-miR-3189-3p
ATF5	hsa-miR-3184-5p
ATF5	hsa-miR-3184-3p
ATF5	hsa-miR-3180
ATF5	hsa-miR-3179
ATF5	hsa-miR-3176
ATF5	hsa-miR-3175
ATF5	hsa-miR-3118
ATF5	hsa-miR-3117-5p
ATF5	hsa-miR-3117-3p
ATF5	hsa-miR-3116
ATF5	hsa-miR-302d-5p
ATF5	hsa-miR-302d-3p
ATF5	hsa-miR-302c-5p
ATF5	hsa-miR-302c-3p
ATF5	hsa-miR-302b-5p
ATF5	hsa-miR-302b-3p
ATF5	hsa-miR-302a-5p
ATF5	hsa-miR-302a-3p
ATF5	hsa-miR-299-5p
ATF5	hsa-miR-299-3p
ATF5	hsa-miR-23c
ATF5	hsa-miR-219-5p
ATF5	hsa-miR-219-1-3p
ATF5	hsa-miR-212-5p
ATF5	hsa-miR-212-3p
ATF5	hsa-miR-2054
ATF5	hsa-miR-202-5p
ATF5	hsa-miR-202-3p
ATF5	hsa-miR-200b-5p
ATF5	hsa-miR-200b-3p
ATF5	hsa-miR-200a-5p
ATF5	hsa-miR-200a-3p
ATF5	hsa-miR-196b-5p
ATF5	hsa-miR-196b-3p
ATF5	hsa-miR-132-5p
ATF5	hsa-miR-132-3p
ATF5	hsa-miR-1299
ATF5	hsa-miR-1281
ATF5	hsa-miR-124-5p
ATF5	hsa-miR-124-3p
ATF5	hsa-miR-1197
ATF4	hsa-miR-758
ATF4	hsa-miR-670
ATF4	hsa-miR-651
ATF4	hsa-miR-551a
ATF4	hsa-miR-548ah-5p
ATF4	hsa-miR-548ah-3p
ATF4	hsa-miR-548ad
ATF4	hsa-miR-511
ATF4	hsa-miR-483-5p
ATF4	hsa-miR-483-3p
ATF4	hsa-miR-4791
ATF4	hsa-miR-4773
ATF4	hsa-miR-4738-5p
ATF4	hsa-miR-4738-3p
ATF4	hsa-miR-4692
ATF4	hsa-miR-4687-5p
ATF4	hsa-miR-4687-3p
ATF4	hsa-miR-4650-5p
ATF4	hsa-miR-4650-3p
ATF4	hsa-miR-4648
ATF4	hsa-miR-4646-5p
ATF4	hsa-miR-4646-3p
ATF4	hsa-miR-4530
ATF4	hsa-miR-4524b-5p
ATF4	hsa-miR-4524b-3p
ATF4	hsa-miR-4521
ATF4	hsa-miR-4517
ATF4	hsa-miR-4508
ATF4	hsa-miR-4481
ATF4	hsa-miR-4450
ATF4	hsa-miR-4444
ATF4	hsa-miR-4310
ATF4	hsa-miR-429
ATF4	hsa-miR-411-5p
ATF4	hsa-miR-411-3p
ATF4	hsa-miR-3928
ATF4	hsa-miR-380-5p
ATF4	hsa-miR-380-3p
ATF4	hsa-miR-378d
ATF4	hsa-miR-378a-5p
ATF4	hsa-miR-378a-3p
ATF4	hsa-miR-3688-5p
ATF4	hsa-miR-3688-3p
ATF4	hsa-miR-3678-5p
ATF4	hsa-miR-3678-3p
ATF4	hsa-miR-3677-5p
ATF4	hsa-miR-3677-3p
ATF4	hsa-miR-3675-5p
ATF4	hsa-miR-3675-3p
ATF4	hsa-miR-367-5p
ATF4	hsa-miR-3664-5p
ATF4	hsa-miR-3664-3p
ATF4	hsa-miR-3661
ATF4	hsa-miR-3646
ATF4	hsa-miR-33a-5p
ATF4	hsa-miR-33a-3p
ATF4	hsa-miR-329
ATF4	hsa-miR-323a-5p
ATF4	hsa-miR-323a-3p
ATF4	hsa-miR-3189-5p
ATF4	hsa-miR-3189-3p
ATF4	hsa-miR-3184-5p
ATF4	hsa-miR-3184-3p
ATF4	hsa-miR-3180
ATF4	hsa-miR-3179
ATF4	hsa-miR-3176
ATF4	hsa-miR-3175
ATF4	hsa-miR-3118
ATF4	hsa-miR-3117-5p
ATF4	hsa-miR-3117-3p
ATF4	hsa-miR-3116
ATF4	hsa-miR-302d-5p
ATF4	hsa-miR-302d-3p
ATF4	hsa-miR-302c-5p
ATF4	hsa-miR-302c-3p
ATF4	hsa-miR-302b-5p
ATF4	hsa-miR-302b-3p
ATF4	hsa-miR-302a-5p
ATF4	hsa-miR-302a-3p
ATF4	hsa-miR-299-5p
ATF4	hsa-miR-299-3p
ATF4	hsa-miR-23c
ATF4	hsa-miR-219-5p
ATF4	hsa-miR-219-1-3p
ATF4	hsa-miR-212-5p
ATF4	hsa-miR-212-3p
ATF4	hsa-miR-2054
ATF4	hsa-miR-202-5p
ATF4	hsa-miR-202-3p
ATF4	hsa-miR-200b-5p
ATF4	hsa-miR-200b-3p
ATF4	hsa-miR-200a-5p
ATF4	hsa-miR-200a-3p
ATF4	hsa-miR-196b-5p
ATF4	hsa-miR-196b-3p
ATF4	hsa-miR-132-5p
ATF4	hsa-miR-132-3p
ATF4	hsa-miR-1299
ATF4	hsa-miR-1281
ATF4	hsa-miR-124-5p
ATF4	hsa-miR-124-3p
ATF4	hsa-miR-1197
ATF3	hsa-miR-758
ATF3	hsa-miR-670
ATF3	hsa-miR-651
ATF3	hsa-miR-551a
ATF3	hsa-miR-548ah-5p
ATF3	hsa-miR-548ah-3p
ATF3	hsa-miR-548ad
ATF3	hsa-miR-511
ATF3	hsa-miR-483-5p
ATF3	hsa-miR-483-3p
ATF3	hsa-miR-4791
ATF3	hsa-miR-4773
ATF3	hsa-miR-4738-5p
ATF3	hsa-miR-4738-3p
ATF3	hsa-miR-4692
ATF3	hsa-miR-4687-5p
ATF3	hsa-miR-4687-3p
ATF3	hsa-miR-4650-5p
ATF3	hsa-miR-4650-3p
ATF3	hsa-miR-4648
ATF3	hsa-miR-4646-5p
ATF3	hsa-miR-4646-3p
ATF3	hsa-miR-4530
ATF3	hsa-miR-4524b-5p
ATF3	hsa-miR-4524b-3p
ATF3	hsa-miR-4521
ATF3	hsa-miR-4517
ATF3	hsa-miR-4508
ATF3	hsa-miR-4481
ATF3	hsa-miR-4450
ATF3	hsa-miR-4444
ATF3	hsa-miR-4310
ATF3	hsa-miR-429
ATF3	hsa-miR-411-5p
ATF3	hsa-miR-411-3p
ATF3	hsa-miR-3928
ATF3	hsa-miR-380-5p
ATF3	hsa-miR-380-3p
ATF3	hsa-miR-378d
ATF3	hsa-miR-378a-5p
ATF3	hsa-miR-378a-3p
ATF3	hsa-miR-3688-5p
ATF3	hsa-miR-3688-3p
ATF3	hsa-miR-3678-5p
ATF3	hsa-miR-3678-3p
ATF3	hsa-miR-3677-5p
ATF3	hsa-miR-3677-3p
ATF3	hsa-miR-3675-5p
ATF3	hsa-miR-3675-3p
ATF3	hsa-miR-367-5p
ATF3	hsa-miR-3664-5p
ATF3	hsa-miR-3664-3p
ATF3	hsa-miR-3661
ATF3	hsa-miR-3646
ATF3	hsa-miR-33a-5p
ATF3	hsa-miR-33a-3p
ATF3	hsa-miR-329
ATF3	hsa-miR-323a-5p
ATF3	hsa-miR-323a-3p
ATF3	hsa-miR-3189-5p
ATF3	hsa-miR-3189-3p
ATF3	hsa-miR-3184-5p
ATF3	hsa-miR-3184-3p
ATF3	hsa-miR-3180
ATF3	hsa-miR-3179
ATF3	hsa-miR-3176
ATF3	hsa-miR-3175
ATF3	hsa-miR-3118
ATF3	hsa-miR-3117-5p
ATF3	hsa-miR-3117-3p
ATF3	hsa-miR-3116
ATF3	hsa-miR-302d-5p
ATF3	hsa-miR-302d-3p
ATF3	hsa-miR-302c-5p
ATF3	hsa-miR-302c-3p
ATF3	hsa-miR-302b-5p
ATF3	hsa-miR-302b-3p
ATF3	hsa-miR-302a-5p
ATF3	hsa-miR-302a-3p
ATF3	hsa-miR-299-5p
ATF3	hsa-miR-299-3p
ATF3	hsa-miR-23c
ATF3	hsa-miR-219-5p
ATF3	hsa-miR-219-1-3p
ATF3	hsa-miR-212-5p
ATF3	hsa-miR-212-3p
ATF3	hsa-miR-2054
ATF3	hsa-miR-202-5p
ATF3	hsa-miR-202-3p
ATF3	hsa-miR-200b-5p
ATF3	hsa-miR-200b-3p
ATF3	hsa-miR-200a-5p
ATF3	hsa-miR-200a-3p
ATF3	hsa-miR-196b-5p
ATF3	hsa-miR-196b-3p
ATF3	hsa-miR-132-5p
ATF3	hsa-miR-132-3p
ATF3	hsa-miR-1299
ATF3	hsa-miR-1281
ATF3	hsa-miR-124-5p
ATF3	hsa-miR-124-3p
ATF3	hsa-miR-1197
ATF2	hsa-miR-758
ATF2	hsa-miR-670
ATF2	hsa-miR-651
ATF2	hsa-miR-551a
ATF2	hsa-miR-548ah-5p
ATF2	hsa-miR-548ah-3p
ATF2	hsa-miR-548ad
ATF2	hsa-miR-511
ATF2	hsa-miR-483-5p
ATF2	hsa-miR-483-3p
ATF2	hsa-miR-4791
ATF2	hsa-miR-4773
ATF2	hsa-miR-4738-5p
ATF2	hsa-miR-4738-3p
ATF2	hsa-miR-4692
ATF2	hsa-miR-4687-5p
ATF2	hsa-miR-4687-3p
ATF2	hsa-miR-4650-5p
ATF2	hsa-miR-4650-3p
ATF2	hsa-miR-4648
ATF2	hsa-miR-4646-5p
ATF2	hsa-miR-4646-3p
ATF2	hsa-miR-4530
ATF2	hsa-miR-4524b-5p
ATF2	hsa-miR-4524b-3p
ATF2	hsa-miR-4521
ATF2	hsa-miR-4517
ATF2	hsa-miR-4508
ATF2	hsa-miR-4481
ATF2	hsa-miR-4450
ATF2	hsa-miR-4444
ATF2	hsa-miR-4310
ATF2	hsa-miR-429
ATF2	hsa-miR-411-5p
ATF2	hsa-miR-411-3p
ATF2	hsa-miR-3928
ATF2	hsa-miR-380-5p
ATF2	hsa-miR-380-3p
ATF2	hsa-miR-378d
ATF2	hsa-miR-378a-5p
ATF2	hsa-miR-378a-3p
ATF2	hsa-miR-3688-5p
ATF2	hsa-miR-3688-3p
ATF2	hsa-miR-3678-5p
ATF2	hsa-miR-3678-3p
ATF2	hsa-miR-3677-5p
ATF2	hsa-miR-3677-3p
ATF2	hsa-miR-3675-5p
ATF2	hsa-miR-3675-3p
ATF2	hsa-miR-367-5p
ATF2	hsa-miR-3664-5p
ATF2	hsa-miR-3664-3p
ATF2	hsa-miR-3661
ATF2	hsa-miR-3646
ATF2	hsa-miR-33a-5p
ATF2	hsa-miR-33a-3p
ATF2	hsa-miR-329
ATF2	hsa-miR-323a-5p
ATF2	hsa-miR-323a-3p
ATF2	hsa-miR-3189-5p
ATF2	hsa-miR-3189-3p
ATF2	hsa-miR-3184-5p
ATF2	hsa-miR-3184-3p
ATF2	hsa-miR-3180
ATF2	hsa-miR-3179
ATF2	hsa-miR-3176
ATF2	hsa-miR-3175
ATF2	hsa-miR-3118
ATF2	hsa-miR-3117-5p
ATF2	hsa-miR-3117-3p
ATF2	hsa-miR-3116
ATF2	hsa-miR-302d-5p
ATF2	hsa-miR-302d-3p
ATF2	hsa-miR-302c-5p
ATF2	hsa-miR-302c-3p
ATF2	hsa-miR-302b-5p
ATF2	hsa-miR-302b-3p
ATF2	hsa-miR-302a-5p
ATF2	hsa-miR-302a-3p
ATF2	hsa-miR-299-5p
ATF2	hsa-miR-299-3p
ATF2	hsa-miR-23c
ATF2	hsa-miR-219-5p
ATF2	hsa-miR-219-1-3p
ATF2	hsa-miR-212-5p
ATF2	hsa-miR-212-3p
ATF2	hsa-miR-2054
ATF2	hsa-miR-202-5p
ATF2	hsa-miR-202-3p
ATF2	hsa-miR-200b-5p
ATF2	hsa-miR-200b-3p
ATF2	hsa-miR-200a-5p
ATF2	hsa-miR-200a-3p
ATF2	hsa-miR-196b-5p
ATF2	hsa-miR-196b-3p
ATF2	hsa-miR-132-5p
ATF2	hsa-miR-132-3p
ATF2	hsa-miR-1299
ATF2	hsa-miR-1281
ATF2	hsa-miR-124-5p
ATF2	hsa-miR-124-3p
ATF2	hsa-miR-1197
ATF1	hsa-miR-758
ATF1	hsa-miR-670
ATF1	hsa-miR-651
ATF1	hsa-miR-551a
ATF1	hsa-miR-548ah-5p
ATF1	hsa-miR-548ah-3p
ATF1	hsa-miR-548ad
ATF1	hsa-miR-511
ATF1	hsa-miR-483-5p
ATF1	hsa-miR-483-3p
ATF1	hsa-miR-4791
ATF1	hsa-miR-4773
ATF1	hsa-miR-4738-5p
ATF1	hsa-miR-4738-3p
ATF1	hsa-miR-4692
ATF1	hsa-miR-4687-5p
ATF1	hsa-miR-4687-3p
ATF1	hsa-miR-4650-5p
ATF1	hsa-miR-4650-3p
ATF1	hsa-miR-4648
ATF1	hsa-miR-4646-5p
ATF1	hsa-miR-4646-3p
ATF1	hsa-miR-4530
ATF1	hsa-miR-4524b-5p
ATF1	hsa-miR-4524b-3p
ATF1	hsa-miR-4521
ATF1	hsa-miR-4517
ATF1	hsa-miR-4508
ATF1	hsa-miR-4481
ATF1	hsa-miR-4450
ATF1	hsa-miR-4444
ATF1	hsa-miR-4310
ATF1	hsa-miR-429
ATF1	hsa-miR-411-5p
ATF1	hsa-miR-411-3p
ATF1	hsa-miR-3928
ATF1	hsa-miR-380-5p
ATF1	hsa-miR-380-3p
ATF1	hsa-miR-378d
ATF1	hsa-miR-378a-5p
ATF1	hsa-miR-378a-3p
ATF1	hsa-miR-3688-5p
ATF1	hsa-miR-3688-3p
ATF1	hsa-miR-3678-5p
ATF1	hsa-miR-3678-3p
ATF1	hsa-miR-3677-5p
ATF1	hsa-miR-3677-3p
ATF1	hsa-miR-3675-5p
ATF1	hsa-miR-3675-3p
ATF1	hsa-miR-367-5p
ATF1	hsa-miR-3664-5p
ATF1	hsa-miR-3664-3p
ATF1	hsa-miR-3661
ATF1	hsa-miR-3646
ATF1	hsa-miR-33a-5p
ATF1	hsa-miR-33a-3p
ATF1	hsa-miR-329
ATF1	hsa-miR-323a-5p
ATF1	hsa-miR-323a-3p
ATF1	hsa-miR-3189-5p
ATF1	hsa-miR-3189-3p
ATF1	hsa-miR-3184-5p
ATF1	hsa-miR-3184-3p
ATF1	hsa-miR-3180
ATF1	hsa-miR-3179
ATF1	hsa-miR-3176
ATF1	hsa-miR-3175
ATF1	hsa-miR-3118
ATF1	hsa-miR-3117-5p
ATF1	hsa-miR-3117-3p
ATF1	hsa-miR-3116
ATF1	hsa-miR-302d-5p
ATF1	hsa-miR-302d-3p
ATF1	hsa-miR-302c-5p
ATF1	hsa-miR-302c-3p
ATF1	hsa-miR-302b-5p
ATF1	hsa-miR-302b-3p
ATF1	hsa-miR-302a-5p
ATF1	hsa-miR-302a-3p
ATF1	hsa-miR-299-5p
ATF1	hsa-miR-299-3p
ATF1	hsa-miR-23c
ATF1	hsa-miR-219-5p
ATF1	hsa-miR-219-1-3p
ATF1	hsa-miR-212-5p
ATF1	hsa-miR-212-3p
ATF1	hsa-miR-2054
ATF1	hsa-miR-202-5p
ATF1	hsa-miR-202-3p
ATF1	hsa-miR-200b-5p
ATF1	hsa-miR-200b-3p
ATF1	hsa-miR-200a-5p
ATF1	hsa-miR-200a-3p
ATF1	hsa-miR-196b-5p
ATF1	hsa-miR-196b-3p
ATF1	hsa-miR-132-5p
ATF1	hsa-miR-132-3p
ATF1	hsa-miR-1299
ATF1	hsa-miR-1281
ATF1	hsa-miR-124-5p
ATF1	hsa-miR-124-3p
ATF1	hsa-miR-1197
ASH1L	hsa-miR-375
AR	hsa-miR-216a
AKT3	hsa-miR-22
AKT2	hsa-miR-22
AKT1	hsa-miR-22
AKT1	hsa-miR-181c
AKT1	hsa-miR-155
AKT1	hsa-miR-125b
CLEC5A	ZBTB33
CLEC5A	CHAF1A
CLEC5A	PQBP1
CLEC5A	YAF2
CLEC5A	SUGP2
CLEC5A	SNAPC5
CLEC5A	HMG20A
CLEC5A	CITED2
CLEC5A	IRF9
CLEC5A	CEBPA
CLEC5A	CEBPB
CLEC5A	MYBBP1A
CLEC5A	KAT5
CLEC5A	HTATIP2
CLEC5A	DRAP1
CLEC5A	MXD4
CLEC5A	IVNS1ABP
CLEC5A	TAF6L
CLEC5A	RGS14
CLEC5A	KHDRBS1
CLEC5A	KLF1
CLEC5A	TCFL5
CLEC5A	EHMT2
CLEC5A	CHD1
CLEC5A	HSF2BP
CLEC5A	PRDM4
CLEC5A	POLR3A
CLEC5A	PWP1
CLEC5A	ERCC8
CLEC5A	FOXP4
CLEC5A	PPARGC1B
CLEC5A	JMY
CLEC5A	CRABP2
CLEC5A	ATF6B
CLEC5A	CREM
CLEC5A	ASB6
CLEC5A	CRY1
CLEC5A	ZNF417
CLEC5A	CUX1
CLEC5A	ZFPM1
CLEC5A	CITED4
CLEC5A	DDB1
CLEC5A	DDX5
CLEC5A	BHLHA15
CLEC5A	SSBP4
CLEC5A	POLR3H
CLEC5A	DLX2
CLEC5A	ARID3A
CLEC5A	E2F3
CLEC5A	E2F6
CLEC5A	EEF1A1
CLEC5A	ELF4
CLEC5A	ELK1
CLEC5A	EN1
CLEC5A	EN2
CLEC5A	ENO1
CLEC5A	ERCC6
CLEC5A	ESRRA
CLEC5A	ETS2
CLEC5A	ETV1
CLEC5A	ETV4
CLEC5A	EWSR1
CLEC5A	EZH2
CLEC5A	IKZF3
